0.050000	0.000083
0.100000	0.000256
0.150000	0.000431
0.200000	0.000628
0.250000	0.000853
0.300000	0.001012
0.350000	0.001141
0.400000	0.001277
0.450000	0.001380
0.500000	0.001475
0.550000	0.001572
0.600000	0.001633
0.650000	0.001679
0.700000	0.001723
0.750000	0.001745
0.800000	0.001760
0.850000	0.001773
0.900000	0.001763
0.950000	0.001746
1.000000	0.001727
1.050000	0.001694
1.100000	0.001660
1.150000	0.001625
1.200000	0.001578
1.250000	0.001530
1.300000	0.001483
1.350000	0.001431
1.400000	0.001382
1.450000	0.001337
1.500000	0.001288
1.550000	0.001243
1.600000	0.001203
1.650000	0.001165
1.700000	0.001134
1.750000	0.001110
1.800000	0.001088
1.850000	0.001074
1.900000	0.001067
1.950000	0.001066
2.000000	0.001074
2.050000	0.001090
2.100000	0.001111
2.150000	0.001141
2.200000	0.001178
2.250000	0.001221
2.300000	0.001272
2.350000	0.001330
2.400000	0.001393
2.450000	0.001462
2.500000	0.001536
2.550000	0.001614
2.600000	0.001698
2.650000	0.001784
2.700000	0.001873
2.750000	0.001965
2.800000	0.002058
2.850000	0.002152
2.900000	0.002246
2.950000	0.002337
3.000000	0.002426
3.050000	0.002512
3.100000	0.002594
3.150000	0.002671
3.200000	0.002742
3.250000	0.002806
3.300000	0.002863
3.350000	0.002913
3.400000	0.002954
3.450000	0.002987
3.500000	0.003010
3.550000	0.003024
3.600000	0.003029
3.650000	0.003024
3.700000	0.003010
3.750000	0.002987
3.800000	0.002955
3.850000	0.002914
3.900000	0.002865
3.950000	0.002808
4.000000	0.002744
4.050000	0.002674
4.100000	0.002599
4.150000	0.002519
4.200000	0.002435
4.250000	0.002348
4.300000	0.002259
4.350000	0.002170
4.400000	0.002080
4.450000	0.001992
4.500000	0.001906
4.550000	0.001823
4.600000	0.001744
4.650000	0.001670
4.700000	0.001602
4.750000	0.001540
4.800000	0.001486
4.850000	0.001439
4.900000	0.001401
4.950000	0.001371
5.000000	0.001350
5.050000	0.001337
5.100000	0.001333
5.150000	0.001337
5.200000	0.001348
5.250000	0.001368
5.300000	0.001395
5.350000	0.001430
5.400000	0.001472
5.450000	0.001521
5.500000	0.001579
5.550000	0.001643
5.600000	0.001714
5.650000	0.001790
5.700000	0.001870
5.750000	0.001953
5.800000	0.002038
5.850000	0.002124
5.900000	0.002210
5.950000	0.002294
6.000000	0.002378
6.050000	0.002461
6.100000	0.002541
6.150000	0.002618
6.200000	0.002690
6.250000	0.002758
6.300000	0.002819
6.350000	0.002873
6.400000	0.002919
6.450000	0.002958
6.500000	0.002989
6.550000	0.003013
6.600000	0.003028
6.650000	0.003034
6.700000	0.003032
6.750000	0.003021
6.800000	0.003000
6.850000	0.002971
6.900000	0.002934
6.950000	0.002890
7.000000	0.002838
7.050000	0.002779
7.100000	0.002714
7.150000	0.002644
7.200000	0.002568
7.250000	0.002488
7.300000	0.002404
7.350000	0.002318
7.400000	0.002230
7.450000	0.002142
7.500000	0.002053
7.550000	0.001966
7.600000	0.001880
7.650000	0.001796
7.700000	0.001716
7.750000	0.001641
7.800000	0.001570
7.850000	0.001505
7.900000	0.001446
7.950000	0.001395
8.000000	0.001350
8.050000	0.001314
8.100000	0.001286
8.150000	0.001266
8.200000	0.001255
8.250000	0.001253
8.300000	0.001260
8.350000	0.001276
8.400000	0.001300
8.450000	0.001333
8.500000	0.001373
8.550000	0.001421
8.600000	0.001477
8.650000	0.001539
8.700000	0.001607
8.750000	0.001680
8.800000	0.001758
8.850000	0.001840
8.900000	0.001925
8.950000	0.002012
9.000000	0.002100
9.050000	0.002188
9.100000	0.002276
9.150000	0.002363
9.200000	0.002447
9.250000	0.002529
9.300000	0.002606
9.350000	0.002679
9.400000	0.002746
9.450000	0.002807
9.500000	0.002862
9.550000	0.002909
9.600000	0.002949
9.650000	0.002980
9.700000	0.003003
9.750000	0.003018
9.800000	0.003023
9.850000	0.003020
9.900000	0.003008
9.950000	0.002987
10.000000	0.002958
10.050000	0.002920
10.100000	0.002875
10.150000	0.002822
10.200000	0.002762
10.250000	0.002696
10.300000	0.002625
10.350000	0.002548
10.400000	0.002467
10.450000	0.002383
10.500000	0.002297
10.550000	0.002208
10.600000	0.002119
10.650000	0.002030
10.700000	0.001942
10.750000	0.001856
10.800000	0.001772
10.850000	0.001692
10.900000	0.001617
10.950000	0.001546
11.000000	0.001481
11.050000	0.001423
11.100000	0.001372
11.150000	0.001328
11.200000	0.001292
11.250000	0.001264
11.300000	0.001245
11.350000	0.001234
11.400000	0.001233
11.450000	0.001240
11.500000	0.001256
11.550000	0.001280
11.600000	0.001313
11.650000	0.001354
11.700000	0.001403
11.750000	0.001458
11.800000	0.001521
11.850000	0.001589
11.900000	0.001662
11.950000	0.001740
12.000000	0.001821
12.050000	0.001906
12.100000	0.001992
12.150000	0.002080
12.200000	0.002168
12.250000	0.002255
12.300000	0.002341
12.350000	0.002425
12.400000	0.002505
12.450000	0.002582
12.500000	0.002653
12.550000	0.002720
12.600000	0.002780
12.650000	0.002833
12.700000	0.002880
12.750000	0.002918
12.800000	0.002949
12.850000	0.002971
12.900000	0.002984
12.950000	0.002989
13.000000	0.002985
13.050000	0.002972
13.100000	0.002950
13.150000	0.002920
13.200000	0.002882
13.250000	0.002837
13.300000	0.002784
13.350000	0.002724
13.400000	0.002658
13.450000	0.002587
13.500000	0.002511
13.550000	0.002431
13.600000	0.002348
13.650000	0.002262
13.700000	0.002175
13.750000	0.002088
13.800000	0.002000
13.850000	0.001914
13.900000	0.001830
13.950000	0.001749
14.000000	0.001671
14.050000	0.001598
14.100000	0.001530
14.150000	0.001468
14.200000	0.001412
14.250000	0.001364
14.300000	0.001323
14.350000	0.001290
14.400000	0.001265
14.450000	0.001249
14.500000	0.001242
14.550000	0.001243
14.600000	0.001253
14.650000	0.001272
14.700000	0.001300
14.750000	0.001335
14.800000	0.001379
14.850000	0.001430
14.900000	0.001488
14.950000	0.001552
15.000000	0.001623
15.050000	0.001698
15.100000	0.001777
15.150000	0.001860
15.200000	0.001946
15.250000	0.002033
15.300000	0.002122
15.350000	0.002210
15.400000	0.002298
15.450000	0.002384
15.500000	0.002468
15.550000	0.002548
15.600000	0.002624
15.650000	0.002695
15.700000	0.002760
15.750000	0.002819
15.800000	0.002871
15.850000	0.002916
15.900000	0.002953
15.950000	0.002982
16.000000	0.003002
16.050000	0.003013
16.100000	0.003016
16.150000	0.003009
16.200000	0.002994
16.250000	0.002971
16.300000	0.002938
16.350000	0.002898
16.400000	0.002850
16.450000	0.002795
16.500000	0.002733
16.550000	0.002665
16.600000	0.002591
16.650000	0.002513
16.700000	0.002431
16.750000	0.002346
16.800000	0.002259
16.850000	0.002170
16.900000	0.002081
16.950000	0.001992
17.000000	0.001905
17.050000	0.001819
17.100000	0.001737
17.150000	0.001658
17.200000	0.001584
17.250000	0.001516
17.300000	0.001453
17.350000	0.001397
17.400000	0.001348
17.450000	0.001307
17.500000	0.001274
17.550000	0.001249
17.600000	0.001233
17.650000	0.001225
17.700000	0.001227
17.750000	0.001237
17.800000	0.001256
17.850000	0.001284
17.900000	0.001319
17.950000	0.001363
18.000000	0.001414
18.050000	0.001472
18.100000	0.001536
18.150000	0.001606
18.200000	0.001681
18.250000	0.001761
18.300000	0.001843
18.350000	0.001929
18.400000	0.002016
18.450000	0.002104
18.500000	0.002192
18.550000	0.002279
18.600000	0.002364
18.650000	0.002447
18.700000	0.002526
18.750000	0.002601
18.800000	0.002671
18.850000	0.002735
18.900000	0.002793
18.950000	0.002845
19.000000	0.002888
19.050000	0.002924
19.100000	0.002952
19.150000	0.002971
19.200000	0.002982
19.250000	0.002983
19.300000	0.002976
19.350000	0.002961
19.400000	0.002936
19.450000	0.002904
19.500000	0.002863
19.550000	0.002815
19.600000	0.002759
19.650000	0.002698
19.700000	0.002630
19.750000	0.002557
19.800000	0.002479
19.850000	0.002398
19.900000	0.002314
19.950000	0.002228
20.000000	0.002140
20.050000	0.002053
20.100000	0.001966
20.150000	0.001880
20.200000	0.001796
20.250000	0.001716
20.300000	0.001640
20.350000	0.001568
20.400000	0.001502
20.450000	0.001442
20.500000	0.001389
20.550000	0.001343
20.600000	0.001304
20.650000	0.001274
20.700000	0.001252
20.750000	0.001239
20.800000	0.001234
20.850000	0.001238
20.900000	0.001251
20.950000	0.001273
21.000000	0.001303
21.050000	0.001342
21.100000	0.001388
21.150000	0.001441
21.200000	0.001501
21.250000	0.001568
21.300000	0.001639
21.350000	0.001716
21.400000	0.001797
21.450000	0.001881
21.500000	0.001967
21.550000	0.002055
21.600000	0.002144
21.650000	0.002232
21.700000	0.002319
21.750000	0.002404
21.800000	0.002487
21.850000	0.002566
21.900000	0.002640
21.950000	0.002709
22.000000	0.002772
22.050000	0.002829
22.100000	0.002879
22.150000	0.002921
22.200000	0.002955
22.250000	0.002981
22.300000	0.002999
22.350000	0.003007
22.400000	0.003007
22.450000	0.002998
22.500000	0.002980
22.550000	0.002953
22.600000	0.002918
22.650000	0.002875
22.700000	0.002825
22.750000	0.002768
22.800000	0.002704
22.850000	0.002634
22.900000	0.002559
22.950000	0.002480
23.000000	0.002397
23.050000	0.002311
23.100000	0.002223
23.150000	0.002134
23.200000	0.002046
23.250000	0.001957
23.300000	0.001871
23.350000	0.001786
23.400000	0.001705
23.450000	0.001628
23.500000	0.001556
23.550000	0.001490
23.600000	0.001429
23.650000	0.001376
23.700000	0.001330
23.750000	0.001291
23.800000	0.001261
23.850000	0.001239
23.900000	0.001226
23.950000	0.001222
24.000000	0.001226
24.050000	0.001240
24.100000	0.001262
24.150000	0.001292
24.200000	0.001331
24.250000	0.001377
24.300000	0.001431
24.350000	0.001491
24.400000	0.001558
24.450000	0.001629
24.500000	0.001706
24.550000	0.001787
24.600000	0.001870
