0	0	  2.5548e-08
0	1	   0.0292365
0	2	   0.0584481
0	3	    0.087583
0	4	    0.116552
0	5	    0.145216
0	6	    0.173386
0	7	    0.200831
0	8	    0.227277
0	9	    0.252425
0	10	    0.275961
0	11	    0.297575
0	12	    0.316969
0	13	    0.333876
0	14	    0.348069
0	15	    0.359373
0	16	    0.367669
0	17	    0.372904
0	18	    0.375088
0	19	    0.374292
0	20	    0.370647
0	21	    0.364338
0	22	    0.355594
0	23	     0.34468
0	24	    0.331889
0	25	     0.31753
0	26	    0.301922
0	27	    0.285378
0	28	    0.268205
0	29	    0.250693
0	30	    0.233106
0	31	    0.215687
0	32	    0.198648
0	33	    0.182169
0	34	    0.166402
0	35	    0.151464
0	36	    0.137447
0	37	    0.124417
0	38	    0.112414
0	39	    0.101461
0	40	    0.091562
0	41	   0.0827101
0	42	    0.074888
0	43	   0.0680734
0	44	     0.06224
0	45	   0.0573625
0	46	   0.0534185
0	47	   0.0503897
0	48	   0.0482651
0	49	   0.0470418
0	50	   0.0467252
0	51	   0.0473309
0	52	   0.0488833
0	53	   0.0514149
0	54	   0.0549656
0	55	   0.0595801
0	56	   0.0653039
0	57	   0.0721817
0	58	   0.0802514
0	59	    0.089539
0	60	    0.100054
0	61	    0.111781
0	62	    0.124674
0	63	    0.138654
0	64	    0.153597
0	65	    0.169334
0	66	    0.185647
0	67	     0.20227
0	68	    0.218887
0	69	    0.235139
0	70	    0.250628
0	71	    0.264935
0	72	    0.277624
0	73	    0.288259
0	74	    0.296424
0	75	    0.301736
0	76	     0.30387
0	77	    0.302559
0	78	     0.29762
0	79	    0.288957
0	80	    0.276566
0	81	    0.260533
0	82	    0.241035
0	83	     0.21832
0	84	    0.192702
0	85	    0.164547
0	86	    0.134248
0	87	     0.10222
0	88	   0.0688846
0	89	   0.0346669
0	90	  2.5548e-08

1	0	 3.98674e-08
1	1	   0.0292117
1	2	   0.0584132
1	3	   0.0875561
1	4	    0.116567
1	5	    0.145315
1	6	     0.17361
1	7	    0.201228
1	8	    0.227897
1	9	     0.25331
1	10	     0.27715
1	11	    0.299106
1	12	    0.318868
1	13	     0.33616
1	14	    0.350751
1	15	    0.362452
1	16	    0.371135
1	17	    0.376739
1	18	    0.379265
1	19	    0.378777
1	20	    0.375399
1	21	    0.369314
1	22	    0.360745
1	23	    0.349956
1	24	    0.337243
1	25	    0.322913
1	26	    0.307283
1	27	    0.290677
1	28	    0.273406
1	29	    0.255755
1	30	    0.238002
1	31	    0.220394
1	32	    0.203146
1	33	    0.186443
1	34	    0.170444
1	35	     0.15527
1	36	    0.141017
1	37	    0.127756
1	38	     0.11553
1	39	    0.104364
1	40	   0.0942667
1	41	   0.0852318
1	42	   0.0772468
1	43	   0.0702889
1	44	   0.0643338
1	45	   0.0593573
1	46	   0.0553388
1	47	   0.0522607
1	48	   0.0501131
1	49	   0.0488946
1	50	   0.0486111
1	51	   0.0492788
1	52	   0.0509236
1	53	   0.0535779
1	54	   0.0572816
1	55	   0.0620796
1	56	   0.0680178
1	57	   0.0751377
1	58	   0.0834746
1	59	   0.0930542
1	60	    0.103879
1	61	     0.11593
1	62	    0.129155
1	63	    0.143466
1	64	    0.158732
1	65	    0.174775
1	66	    0.191367
1	67	    0.208231
1	68	    0.225044
1	69	    0.241435
1	70	    0.256999
1	71	    0.271315
1	72	    0.283936
1	73	     0.29443
1	74	    0.302381
1	75	    0.307408
1	76	    0.309194
1	77	    0.307481
1	78	    0.302097
1	79	    0.292961
1	80	    0.280082
1	81	    0.263561
1	82	    0.243589
1	83	     0.22042
1	84	    0.194386
1	85	    0.165858
1	86	    0.135222
1	87	    0.102904
1	88	   0.0693202
1	89	   0.0348757
1	90	 3.98674e-08

2	0	 6.15937e-08
2	1	   0.0291783
2	2	   0.0583579
2	3	   0.0875103
2	4	    0.116555
2	5	    0.145378
2	6	    0.173801
2	7	    0.201586
2	8	     0.22847
2	9	    0.254151
2	10	      0.2783
2	11	    0.300595
2	12	    0.320731
2	13	    0.338417
2	14	    0.353409
2	15	    0.365514
2	16	    0.374593
2	17	    0.380575
2	18	    0.383452
2	19	    0.383281
2	20	    0.380183
2	21	     0.37433
2	22	    0.365945
2	23	    0.355294
2	24	    0.342664
2	25	    0.328366
2	26	    0.312725
2	27	    0.296064
2	28	    0.278696
2	29	    0.260911
2	30	    0.242995
2	31	      0.2252
2	32	    0.207741
2	33	    0.190814
2	34	    0.174582
2	35	     0.15917
2	36	    0.144679
2	37	    0.131184
2	38	     0.11873
2	39	     0.10735
2	40	    0.097052
2	41	   0.0878326
2	42	   0.0796823
2	43	   0.0725788
2	44	   0.0664997
2	45	   0.0614238
2	46	   0.0573303
2	47	   0.0542029
2	48	   0.0520334
2	49	    0.050821
2	50	   0.0505726
2	51	   0.0513052
2	52	   0.0530456
2	53	   0.0558265
2	54	    0.059688
2	55	    0.064674
2	56	   0.0708307
2	57	   0.0781974
2	58	   0.0868093
2	59	   0.0966848
2	60	    0.107823
2	61	    0.120202
2	62	     0.13376
2	63	    0.148404
2	64	    0.163993
2	65	    0.180339
2	66	    0.197206
2	67	    0.214307
2	68	    0.231308
2	69	    0.247829
2	70	     0.26346
2	71	    0.277767
2	72	     0.29031
2	73	    0.300646
2	74	    0.308367
2	75	    0.313095
2	76	    0.314518
2	77	    0.312389
2	78	    0.306549
2	79	    0.296929
2	80	    0.283553
2	81	    0.266537
2	82	    0.246086
2	83	    0.222464
2	84	    0.196015
2	85	    0.167115
2	86	    0.136153
2	87	    0.103554
2	88	   0.0697245
2	89	   0.0350705
2	90	 6.15937e-08

3	0	 9.42131e-08
3	1	   0.0291373
3	2	    0.058289
3	3	   0.0874394
3	4	    0.116515
3	5	     0.14541
3	6	    0.173952
3	7	    0.201906
3	8	    0.229003
3	9	    0.254945
3	10	    0.279404
3	11	    0.302047
3	12	    0.322554
3	13	    0.340639
3	14	    0.356042
3	15	    0.368558
3	16	    0.378042
3	17	    0.384411
3	18	    0.387649
3	19	    0.387807
3	20	    0.384996
3	21	    0.379386
3	22	    0.371198
3	23	    0.360689
3	24	     0.34815
3	25	    0.333895
3	26	    0.318249
3	27	    0.301539
3	28	    0.284075
3	29	    0.266161
3	30	    0.248085
3	31	    0.230103
3	32	    0.212434
3	33	    0.195284
3	34	    0.178817
3	35	    0.163166
3	36	    0.148435
3	37	    0.134702
3	38	     0.12202
3	39	    0.110423
3	40	   0.0999216
3	41	   0.0905161
3	42	    0.082197
3	43	   0.0749457
3	44	   0.0687415
3	45	   0.0635652
3	46	   0.0593958
3	47	   0.0562195
3	48	   0.0540291
3	49	    0.052824
3	50	   0.0526127
3	51	    0.053413
3	52	   0.0552523
3	53	   0.0581638
3	54	   0.0621876
3	55	   0.0673674
3	56	   0.0737473
3	57	   0.0813658
3	58	   0.0902561
3	59	    0.100432
3	60	    0.111891
3	61	    0.124599
3	62	    0.138493
3	63	    0.153471
3	64	    0.169382
3	65	     0.18603
3	66	    0.203168
3	67	    0.220496
3	68	    0.237678
3	69	    0.254319
3	70	    0.270006
3	71	    0.284294
3	72	    0.296743
3	73	    0.306908
3	74	    0.314383
3	75	    0.318796
3	76	     0.31984
3	77	    0.317281
3	78	    0.310972
3	79	    0.300858
3	80	    0.286976
3	81	    0.269459
3	82	    0.248522
3	83	     0.22445
3	84	    0.197591
3	85	    0.168317
3	86	     0.13704
3	87	    0.104172
3	88	   0.0701075
3	89	   0.0352532
3	90	 9.42131e-08

4	0	 1.42674e-07
4	1	   0.0290886
4	2	   0.0582045
4	3	    0.087343
4	4	     0.11645
4	5	    0.145408
4	6	     0.17406
4	7	    0.202182
4	8	    0.229496
4	9	    0.255697
4	10	    0.280462
4	11	    0.303455
4	12	    0.324344
4	13	    0.342829
4	14	    0.358645
4	15	    0.371582
4	16	    0.381479
4	17	    0.388245
4	18	    0.391855
4	19	    0.392351
4	20	    0.389839
4	21	    0.384484
4	22	    0.376499
4	23	    0.366141
4	24	    0.353704
4	25	    0.339501
4	26	    0.323859
4	27	    0.307102
4	28	    0.289547
4	29	    0.271508
4	30	    0.253274
4	31	    0.235104
4	32	    0.217228
4	33	    0.199854
4	34	    0.183152
4	35	     0.16726
4	36	    0.152287
4	37	    0.138316
4	38	    0.125404
4	39	    0.113586
4	40	    0.102878
4	41	   0.0932836
4	42	   0.0847938
4	43	   0.0773929
4	44	    0.071063
4	45	   0.0657843
4	46	   0.0615387
4	47	   0.0583139
4	48	   0.0561028
4	49	   0.0549066
4	50	   0.0547345
4	51	   0.0556053
4	52	   0.0575471
4	53	   0.0605932
4	54	   0.0647838
4	55	   0.0701621
4	56	   0.0767708
4	57	   0.0846473
4	58	   0.0938204
4	59	    0.104301
4	60	    0.116083
4	61	    0.129125
4	62	     0.14336
4	63	     0.15867
4	64	    0.174905
4	65	     0.19185
4	66	    0.209254
4	67	    0.226807
4	68	    0.244157
4	69	    0.260911
4	70	    0.276637
4	71	    0.290896
4	72	    0.303234
4	73	    0.313214
4	74	    0.320426
4	75	    0.324508
4	76	    0.325158
4	77	    0.322155
4	78	    0.315365
4	79	    0.304745
4	80	     0.29035
4	81	    0.272325
4	82	    0.250901
4	83	    0.226376
4	84	    0.199106
4	85	    0.169468
4	86	     0.13788
4	87	     0.10475
4	88	   0.0704647
4	89	   0.0354229
4	90	 1.42674e-07

5	0	 2.13911e-07
5	1	   0.0290324
5	2	   0.0581056
5	3	   0.0872265
5	4	    0.116353
5	5	    0.145372
5	6	    0.174131
5	7	    0.202411
5	8	    0.229941
5	9	    0.256408
5	10	     0.28148
5	11	    0.304818
5	12	    0.326091
5	13	    0.344984
5	14	    0.361223
5	15	    0.374586
5	16	    0.384904
5	17	    0.392077
5	18	    0.396069
5	19	    0.396915
5	20	    0.394712
5	21	    0.389619
5	22	    0.381848
5	23	    0.371654
5	24	    0.359329
5	25	    0.345187
5	26	    0.329552
5	27	    0.312751
5	28	    0.295114
5	29	    0.276953
5	30	    0.258563
5	31	    0.240208
5	32	    0.222126
5	33	    0.204527
5	34	    0.187589
5	35	    0.171453
5	36	    0.156238
5	37	    0.142027
5	38	    0.128882
5	39	     0.11684
5	40	    0.105924
5	41	   0.0961377
5	42	   0.0874743
5	43	    0.079923
5	44	   0.0734655
5	45	   0.0680833
5	46	   0.0637616
5	47	   0.0604885
5	48	   0.0582578
5	49	   0.0570719
5	50	   0.0569414
5	51	   0.0578855
5	52	   0.0599332
5	53	    0.063118
5	54	     0.06748
5	55	   0.0730616
5	56	   0.0799043
5	57	   0.0880435
5	58	   0.0975036
5	59	    0.108296
5	60	    0.120403
5	61	    0.133784
5	62	    0.148358
5	63	    0.164006
5	64	    0.180559
5	65	    0.197804
5	66	    0.215467
5	67	    0.233237
5	68	     0.25075
5	69	    0.267602
5	70	    0.283359
5	71	    0.297571
5	72	    0.309784
5	73	    0.319562
5	74	    0.326495
5	75	    0.330229
5	76	    0.330472
5	77	    0.327011
5	78	    0.319726
5	79	     0.30859
5	80	    0.293671
5	81	    0.275133
5	82	    0.253218
5	83	    0.228239
5	84	    0.200557
5	85	    0.170563
5	86	    0.138671
5	87	    0.105285
5	88	   0.0707949
5	89	   0.0355792
5	90	 2.13911e-07

6	0	 3.17526e-07
6	1	   0.0289688
6	2	   0.0579917
6	3	   0.0870877
6	4	    0.116224
6	5	    0.145304
6	6	    0.174165
